YEAR,DOY,HOUR,MINUTE,MAGNETOPAUSE(MP)/BOW Shock(BS),,X KSM(Rs),Y KSM(Rs),Z KSM(Rs)
2007,184,22,40,MP,Inbound,25.72,30.38,5.37
2007,184,14,0,MP,Outbound,25.62,28.99,5.34
2007,184,18,10,MP,Outbound,25.68,29.67,5.36
2007,185,6,50,MP,Inbound,25.75,31.61,5.38
2007,185,10,5,MP,Inbound,25.75,32.09,5.38
2007,185,16,50,MP,Inbound,25.72,33.03,5.37
2007,185,22,20,MP,Inbound,25.66,33.77,5.36
2007,185,6,15,MP,Outbound,25.75,31.53,5.38
2007,185,7,5,MP,Outbound,25.75,31.65,5.38
2007,185,10,20,MP,Outbound,25.75,32.12,5.38
2007,185,18,20,MP,Outbound,25.7,33.24,5.37
2007,185,22,40,MP,Outbound,25.66,33.82,5.36
2007,186,0,40,MP,Inbound,25.64,34.08,5.36
2007,186,3,40,MP,Inbound,25.59,34.46,5.35
2007,186,14,45,MP,Inbound,25.38,35.81,5.31
2007,186,1,45,MP,Outbound,25.62,34.22,5.36
2007,186,5,10,MP,Outbound,25.57,34.65,5.35
2007,186,15,10,MP,Outbound,25.37,35.86,5.31
2007,187,7,45,MP,Inbound,24.9,37.65,5.22
2007,187,8,10,MP,Outbound,24.89,37.69,5.22
2007,187,9,0,MP,Outbound,24.86,37.78,5.21
2007,187,13,15,BS,Outbound,24.71,38.19,5.18
2007,193,21,25,BS,Inbound,13.76,42.56,2.96
2007,194,2,25,BS,Inbound,13.25,42.34,2.85
2007,194,23,0,MP,Inbound,11.04,41.13,2.4
2007,195,15,40,MP,Inbound,9.15,39.78,2.02
2007,195,18,10,MP,Inbound,8.86,39.55,1.96
2007,195,22,50,MP,Inbound,8.31,39.09,1.84
2007,195,0,10,MP,Outbound,10.91,41.05,2.38
2007,195,15,55,MP,Outbound,9.12,39.76,2.01
2007,195,20,40,MP,Outbound,8.57,39.31,1.9
2007,196,10,40,MP,Inbound,6.9,37.8,1.55
2007,196,12,45,MP,Inbound,6.64,37.55,1.5
2007,196,14,45,MP,Inbound,6.4,37.31,1.45
2007,196,15,50,MP,Inbound,6.26,37.18,1.42
2007,196,0,40,MP,Outbound,8.1,38.91,1.8
2007,196,11,30,MP,Outbound,6.79,37.7,1.53
2007,196,13,45,MP,Outbound,6.52,37.43,1.48
2007,196,15,30,MP,Outbound,6.31,37.22,1.43
2007,204,6,15,MP,Inbound,24.2,1.2,4.91
2007,204,2,20,MP,Outbound,23.1,0.4,4.68
2007,204,8,45,MP,Outbound,24.88,1.71,5.05
2007,205,2,0,BS,Outbound,29.03,5.18,5.9
2007,232,8,30,BS,Inbound,23.25,49.62,4.8
2007,232,16,10,MP,Inbound,22.28,49.07,4.61
2007,232,17,15,MP,Outbound,22.14,48.99,4.58
2007,232,18,50,BS,Outbound,21.94,48.87,4.54
2007,233,20,40,BS,Inbound,18.53,46.64,3.86
2007,233,20,50,BS,Outbound,18.51,46.62,3.85
2007,234,21,30,BS,Inbound,15.04,43.98,3.16
2007,235,11,20,BS,Outbound,13.01,42.25,2.75
2007,237,7,35,BS,Inbound,6.07,35.17,1.37
2007,237,11,50,BS,Inbound,5.37,34.34,1.23
2007,237,12,0,BS,Inbound,5.35,34.3,1.22
2007,237,16,0,BS,Inbound,4.68,33.49,1.09
2007,237,11,35,BS,Outbound,5.42,34.39,1.23
2007,237,11,55,BS,Outbound,5.36,34.32,1.22
2007,237,12,25,BS,Outbound,5.28,34.22,1.21
2007,238,11,10,MP,Inbound,1.45,29.12,0.44
2007,238,12,40,MP,Inbound,1.19,28.74,0.38
2007,238,14,30,MP,Inbound,0.88,28.27,0.32
2007,238,15,0,MP,Inbound,0.79,28.14,0.3
2007,238,12,10,MP,Outbound,1.28,28.86,0.4
2007,238,12,55,MP,Outbound,1.15,28.67,0.38
2007,238,14,50,MP,Outbound,0.82,28.18,0.31
2007,244,19,10,MP,Inbound,29.26,4.27,4.68
2007,244,21,10,MP,Inbound,29.69,4.63,4.71
2007,244,21,50,MP,Inbound,29.83,4.75,4.72
2007,244,16,50,MP,Outbound,28.75,3.84,4.64
2007,244,19,30,MP,Outbound,29.33,4.33,4.68
2007,244,21,40,MP,Outbound,29.8,4.72,4.72
2007,244,22,50,MP,Outbound,30.04,4.93,4.74
2007,245,4,20,BS,Inbound,31.15,5.92,4.82
2007,245,3,35,BS,Outbound,31.01,5.78,4.81
2007,245,12,30,BS,Outbound,32.69,7.35,4.93
2007,265,18,25,BS,Inbound,26.02,40.91,-0.08
2007,265,21,30,BS,Outbound,25.59,40.74,-0.13
2007,266,1,30,BS,Inbound,25.02,40.5,-0.2
2007,266,13,45,MP,Inbound,23.23,39.7,-0.41
2007,266,19,30,MP,Outbound,22.36,39.28,-0.51
2007,266,22,30,BS,Outbound,21.9,39.04,-0.56
2007,267,2,5,BS,Inbound,21.34,38.75,-0.62
2007,267,6,35,MP,Inbound,20.63,38.37,-0.7
2007,267,8,30,MP,Inbound,20.33,38.2,-0.73
2007,267,12,45,MP,Inbound,19.64,37.81,-0.81
2007,267,15,35,MP,Inbound,19.18,37.54,-0.85
2007,267,18,40,MP,Inbound,18.67,37.24,-0.9
2007,267,6,40,MP,Outbound,20.62,38.36,-0.7
2007,267,12,35,MP,Outbound,19.67,37.83,-0.8
2007,267,15,20,MP,Outbound,19.22,37.57,-0.85
2007,267,16,10,MP,Outbound,19.09,37.49,-0.86
2007,275,4,55,MP,Inbound,17.48,-3.43,3.18
2007,275,4,45,MP,Outbound,17.48,-3.43,3.18
2007,275,7,5,MP,Outbound,20.02,-2.25,3.55
2007,276,19,30,BS,Outbound,29.14,3.56,5.77
2007,277,20,35,BS,Inbound,33.35,7.37,6.88
2007,277,21,30,BS,Inbound,33.48,7.51,6.92
2007,277,20,50,BS,Outbound,33.38,7.41,6.89
2007,277,21,40,BS,Outbound,33.5,7.53,6.93
2007,292,1,40,MP,Inbound,23.29,29.6,6.91
2007,292,9,50,MP,Inbound,21.88,29.16,6.61
2007,292,17,0,MP,Inbound,20.59,28.7,6.33
2007,292,21,40,MP,Inbound,19.72,28.37,6.14
2007,292,23,15,MP,Inbound,19.42,28.25,6.07
2007,292,1,50,MP,Outbound,23.26,29.59,6.9
2007,292,11,0,MP,Outbound,21.67,29.09,6.56
2007,292,17,25,MP,Outbound,20.51,28.68,6.31
2007,292,22,30,MP,Outbound,19.56,28.31,6.11
2007,293,4,0,MP,Inbound,18.51,27.86,5.87
2007,293,11,40,MP,Inbound,16.98,27.16,5.53
2007,293,14,45,MP,Inbound,16.35,26.85,5.38
2007,293,18,20,MP,Inbound,15.6,26.47,5.21
2007,293,0,15,MP,Outbound,19.23,28.17,6.03
2007,293,8,0,MP,Outbound,17.72,27.51,5.69
2007,293,13,20,MP,Outbound,16.64,27,5.45
2007,293,17,40,MP,Outbound,15.74,26.54,5.24
2007,300,4,35,MP,Inbound,26.87,1.37,5.03
2007,300,20,55,MP,Inbound,30.23,3.89,5.87
2007,300,22,30,MP,Inbound,30.53,4.13,5.94
2007,300,1,55,MP,Outbound,26.26,0.96,4.88
2007,300,16,40,MP,Outbound,29.42,3.25,5.66
2007,300,21,20,MP,Outbound,30.31,3.96,5.88
2007,301,1,45,MP,Outbound,31.11,4.63,6.09
2007,301,22,30,BS,Outbound,34.32,7.68,6.94
2007,314,1,40,BS,Inbound,30.8,30.51,8.22
2007,314,10,20,BS,Inbound,29.65,30.46,8.01
2007,314,13,15,MP,Inbound,29.25,30.43,7.93
2007,314,3,30,BS,Outbound,30.56,30.5,8.18
2007,314,14,5,MP,Outbound,29.14,30.42,7.91
2007,314,17,15,BS,Outbound,28.69,30.37,7.83
2007,315,0,0,BS,Inbound,27.72,30.25,7.64
2007,315,9,0,BS,Inbound,26.36,30.02,7.37
2007,315,10,45,BS,Inbound,26.09,29.96,7.32
2007,315,17,30,MP,Inbound,25.01,29.73,7.1
2007,315,22,0,MP,Inbound,24.27,29.54,6.95
2007,315,1,50,BS,Outbound,27.45,30.21,7.59
2007,315,10,15,BS,Outbound,26.16,29.98,7.34
2007,315,21,30,MP,Outbound,24.35,29.56,6.97
2007,316,2,0,MP,Inbound,23.59,29.36,6.82
2007,316,13,30,MP,Inbound,21.57,28.72,6.39
2007,316,22,0,MP,Inbound,19.99,28.14,6.06
2007,316,1,30,MP,Outbound,23.68,29.38,6.83
2007,316,2,40,MP,Outbound,23.48,29.32,6.79
2007,316,11,20,MP,Outbound,21.96,28.85,6.48
2007,316,21,25,MP,Outbound,20.1,28.18,6.08
2007,318,23,5,MP,Inbound,9.26,22.23,3.61
2007,318,22,40,MP,Outbound,9.36,22.31,3.63
2007,324,16,5,MP,Inbound,28.18,1.55,5.94
2007,324,23,0,MP,Inbound,29.26,2.38,6.33
2007,324,14,50,MP,Outbound,27.98,1.4,5.87
2007,324,21,10,MP,Outbound,28.98,2.16,6.23
2007,324,23,40,MP,Outbound,29.35,2.45,6.37
2007,325,2,5,MP,Inbound,29.7,2.74,6.5
2007,325,3,20,MP,Inbound,29.87,2.89,6.56
2007,325,7,45,MP,Inbound,30.45,3.41,6.79
2007,325,11,35,MP,Inbound,30.92,3.85,6.98
2007,325,23,25,MP,Inbound,32.17,5.2,7.51
2007,325,2,40,MP,Outbound,29.78,2.81,6.53
2007,325,7,10,MP,Outbound,30.38,3.34,6.76
2007,325,11,10,MP,Outbound,30.87,3.8,6.96
2007,325,17,15,MP,Outbound,31.56,4.5,7.24
2007,326,1,35,MP,Inbound,32.37,5.44,7.6
2007,326,3,35,MP,Inbound,32.55,5.67,7.69
2007,326,0,30,MP,Outbound,32.28,5.32,7.56
2007,326,2,0,MP,Outbound,32.41,5.49,7.62
2007,326,5,10,MP,Outbound,32.69,5.84,7.75
2007,327,9,45,BS,Inbound,34.37,8.85,8.73
2007,327,6,5,BS,Outbound,34.23,8.48,8.62
2007,328,1,55,BS,Inbound,34.74,10.41,9.13
2007,328,23,45,MP,Inbound,34.62,12.32,9.51
2007,328,0,5,BS,Outbound,34.71,10.24,9.09
2007,329,15,45,BS,Inbound,34.11,13.57,9.68
2007,329,16,35,BS,Inbound,34.07,13.64,9.68
2007,329,1,30,MP,Outbound,34.58,12.47,9.54
2007,329,15,10,BS,Outbound,34.13,13.53,9.67
2007,329,16,20,BS,Outbound,34.08,13.62,9.68
2007,330,8,10,BS,Inbound,33.21,14.71,9.74
2007,330,10,50,BS,Inbound,33.03,14.88,9.74
2007,330,13,55,BS,Inbound,32.81,15.07,9.74
2007,330,7,50,BS,Outbound,33.23,14.69,9.74
2007,330,10,25,BS,Outbound,33.06,14.85,9.74
2007,330,13,15,BS,Outbound,32.85,15.03,9.74
2007,330,22,25,BS,Outbound,32.12,15.56,9.71
2007,333,20,0,BS,Inbound,22.45,17.29,8.21
2007,333,19,0,BS,Outbound,22.65,17.3,8.25
2007,335,8,55,MP,Inbound,13.62,15.46,6.09
2007,339,13,50,MP,Inbound,22.82,-1.55,4.68
2007,339,10,45,MP,Outbound,22.08,-1.92,4.33
2007,339,20,40,MP,Outbound,24.31,-0.73,5.45
2007,340,1,0,MP,Inbound,25.17,-0.2,5.92
2007,340,7,20,BS,Inbound,26.32,0.57,6.57
2007,340,17,20,MP,Inbound,27.9,1.77,7.54
2007,340,1,15,MP,Outbound,25.22,-0.17,5.94
2007,340,4,50,BS,Outbound,25.88,0.26,6.32
2007,340,18,35,MP,Outbound,28.08,1.92,7.66
2007,341,5,5,BS,Inbound,29.43,3.16,8.6
2007,341,7,25,BS,Inbound,29.69,3.44,8.8
2007,341,15,25,BS,Inbound,30.51,4.36,9.45
2007,341,3,0,BS,Outbound,29.18,2.92,8.42
2007,341,5,45,BS,Outbound,29.5,3.24,8.66
2007,341,12,55,BS,Outbound,30.27,4.07,9.25
2007,343,3,45,BS,Inbound,32.71,8.3,11.92
2007,343,16,50,BS,Inbound,32.96,9.59,12.62
2007,343,3,15,BS,Outbound,32.69,8.25,11.89
2007,343,13,15,BS,Outbound,32.91,9.24,12.44
2007,344,4,15,MP,Inbound,32.96,10.65,13.15
2007,344,5,5,MP,Inbound,32.96,10.73,13.19
2007,344,5,35,MP,Inbound,32.95,10.77,13.21
2007,344,21,5,BS,Inbound,32.63,12.11,13.8
2007,344,4,0,MP,Outbound,32.97,10.63,13.14
2007,344,5,0,MP,Outbound,32.96,10.72,13.18
2007,344,5,30,MP,Outbound,32.95,10.77,13.21
2007,344,20,5,BS,Outbound,32.67,12.03,13.76
2007,346,10,10,MP,Inbound,30.53,14.79,14.62
2007,346,23,55,MP,Outbound,29.28,15.56,14.7
2007,349,1,30,MP,Inbound,22.53,17.06,13.86
,,,,,,,,
Additional data is being prepared,,,,,,,,
